ip;asn;holder
193.212.4.46;2119;TELENOR-NEXTEL - Telenor Norge AS
2001:4600:9:308::e;2119;TELENOR-NEXTEL - Telenor Norge AS
2607:f8b0:400b:4::9;15169;GOOGLE - Google LLC
2607:f8b0:400f:2::18;15169;GOOGLE - Google LLC
74.125.161.74;15169;GOOGLE - Google LLC
62.4.253.206;5432;BELGACOM-SKYNET-AS - Proximus NV
2a02:a000:2:204::e;5432;BELGACOM-SKYNET-AS - Proximus NV
62.4.253.205;5432;BELGACOM-SKYNET-AS - Proximus NV
2a02:a000:2:204::10;5432;BELGACOM-SKYNET-AS - Proximus NV
2607:f8b0:4017:2e::19;15169;GOOGLE - Google LLC
2607:f8b0:4017:12::7;15169;GOOGLE - Google LLC
2607:f8b0:4017:2e::6;15169;GOOGLE - Google LLC
209.85.230.39;15169;GOOGLE - Google LLC
2a00:1450:401f:8::9;15169;GOOGLE - Google LLC
74.125.162.41;15169;GOOGLE - Google LLC
2a00:1450:4005:7::9;15169;GOOGLE - Google LLC
64.15.116.19;36040;YOUTUBE - Google LLC
2620:11a:a010::13;43515;YOUTUBE - Google Ireland Limited
64.15.118.51;36040;YOUTUBE - Google LLC
208.117.236.201;36040;YOUTUBE - Google LLC
173.194.16.73;15169;GOOGLE - Google LLC
2a00:1450:400a:4::9;15169;GOOGLE - Google LLC
2003:81:4010::12;3320;DTAG - Deutsche Telekom AG
80.149.20.18;3320;DTAG - Deutsche Telekom AG
173.194.153.105;15169;GOOGLE - Google LLC
2001:1700:4700::13;6730;SUNRISE - Sunrise Communications AG
2001:1700:4800::13;6730;SUNRISE - Sunrise Communications AG
2a00:1450:401c:9::9;15169;GOOGLE - Google LLC
2a00:1450:400f:9::7;15169;GOOGLE - Google LLC
220.102.0.19;2518;BIGLOBE BIGLOBE Inc.
74.125.14.201;15169;GOOGLE - Google LLC
74.125.154.167;15169;GOOGLE - Google LLC
173.194.27.250;15169;GOOGLE - Google LLC
2001:2030:10:2::13;1299;TELIANET - Telia Company AB
80.239.229.243;1299;TELIANET - Telia Company AB
173.194.63.169;15169;GOOGLE - Google LLC
2607:f8b0:4016:7::9;15169;GOOGLE - Google LLC
2607:f8b0:4013::9;15169;GOOGLE - Google LLC
74.125.6.9;15169;GOOGLE - Google LLC
173.194.25.201;15169;GOOGLE - Google LLC
2607:f8b0:4007:a::a;15169;GOOGLE - Google LLC
208.117.239.41;43515;YOUTUBE - Google Ireland Limited
207.34.103.19;852;ASN852 - TELUS Communications Inc.
2001:56a:2:8::13;852;ASN852 - TELUS Communications Inc.
173.194.130.137;15169;GOOGLE - Google LLC
2607:f8b0:4006:1f::9;15169;GOOGLE - Google LLC
2607:f8b0:4006:13::9;15169;GOOGLE - Google LLC
208.117.239.43;43515;YOUTUBE - Google Ireland Limited
173.194.141.250;15169;GOOGLE - Google LLC
173.194.141.170;15169;GOOGLE - Google LLC
173.194.31.185;15169;GOOGLE - Google LLC
2001:4860:4001:13::9;15169;GOOGLE - Google LLC
2001:4860:4001:13::a;15169;GOOGLE - Google LLC
173.194.25.208;15169;GOOGLE - Google LLC
2607:f8b0:401a:2::a;15169;GOOGLE - Google LLC
173.194.133.41;15169;GOOGLE - Google LLC
74.125.174.41;15169;GOOGLE - Google LLC
173.194.55.74;15169;GOOGLE - Google LLC
206.248.151.147;5645;TEKSAVVY - TekSavvy Solutions
2607:f2c0:1:31::13;5645;TEKSAVVY - TekSavvy Solutions
195.13.189.19;12578;APOLLO-AS - SIA Lattelekom
2a02:2330:a:9::13;12578;APOLLO-AS - SIA Lattelekom
2a00:1450:401e:36::9;15169;GOOGLE - Google LLC
173.194.19.233;15169;GOOGLE - Google LLC
2404:6800:400a:f::a;15169;GOOGLE - Google LLC
2607:f8b0:400b:6::9;15169;GOOGLE - Google LLC
2620:11a:a00a:1::13;36040;YOUTUBE - Google LLC
103.1.139.143;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2401:7400:8888:14::f;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2a02:a000:2:204::d;5432;BELGACOM-SKYNET-AS - Proximus NV
173.194.5.10;15169;GOOGLE - Google LLC
2a00:1450:4007:2::a;15169;GOOGLE - Google LLC
74.125.175.137;15169;GOOGLE - Google LLC
2607:f8b0:4017:2a::a;15169;GOOGLE - Google LLC
2607:f8b0:4017:1::9;15169;GOOGLE - Google LLC
173.194.5.243;15169;GOOGLE - Google LLC
2a00:1450:401f:1a::8;15169;GOOGLE - Google LLC
2a00:1450:401f:1a::c;15169;GOOGLE - Google LLC
74.125.160.168;15169;GOOGLE - Google LLC
2a00:1450:4005:3::8;15169;GOOGLE - Google LLC
173.194.16.168;15169;GOOGLE - Google LLC
64.15.118.46;36040;YOUTUBE - Google LLC
208.117.236.168;36040;YOUTUBE - Google LLC
2003:81:4010:1::13;3320;DTAG - Deutsche Telekom AG
173.194.158.87;15169;GOOGLE - Google LLC
2a00:1450:400e:4b::16;15169;GOOGLE - Google LLC
173.194.158.247;15169;GOOGLE - Google LLC
2a00:1450:400e:4b::13;15169;GOOGLE - Google LLC
173.194.158.83;15169;GOOGLE - Google LLC
2a00:1450:4008:3::8;15169;GOOGLE - Google LLC
2001:1700:f00::e;6730;SUNRISE - Sunrise Communications AG
2a00:1450:400f:a::13;15169;GOOGLE - Google LLC
173.194.158.233;15169;GOOGLE - Google LLC
2a00:1450:401c:26::7;15169;GOOGLE - Google LLC
173.194.158.243;15169;GOOGLE - Google LLC
2a00:1450:401c:26::13;15169;GOOGLE - Google LLC
2a00:1450:400e:25::d;15169;GOOGLE - Google LLC
74.125.14.200;15169;GOOGLE - Google LLC
74.125.154.211;15169;GOOGLE - Google LLC
173.194.27.251;15169;GOOGLE - Google LLC
80.239.229.206;1299;TELIANET - Telia Company AB
2001:2030:10:1::e;1299;TELIANET - Telia Company AB
2001:2030:11:1::e;1299;TELIANET - Telia Company AB
149.3.176.78;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
173.194.158.84;15169;GOOGLE - Google LLC
2a00:1450:401c:26::8;15169;GOOGLE - Google LLC
173.194.8.8;15169;GOOGLE - Google LLC
2607:f8b0:4007:14::8;15169;GOOGLE - Google LLC
173.194.143.10;15169;GOOGLE - Google LLC
208.117.242.8;43515;YOUTUBE - Google Ireland Limited
74.125.174.104;15169;GOOGLE - Google LLC
2607:f8b0:4006:15::8;15169;GOOGLE - Google LLC
2607:f8b0:4006:e::8;15169;GOOGLE - Google LLC
2607:f8b0:400f:7::9;15169;GOOGLE - Google LLC
173.194.54.41;15169;GOOGLE - Google LLC
2607:f8b0:4008::b;15169;GOOGLE - Google LLC
74.125.1.223;15169;GOOGLE - Google LLC
173.194.55.153;15169;GOOGLE - Google LLC
74.125.170.147;15169;GOOGLE - Google LLC
74.125.5.51;15169;GOOGLE - Google LLC
2607:f8b0:4004:d::9;15169;GOOGLE - Google LLC
2607:f8b0:4005:17::12;15169;GOOGLE - Google LLC
74.125.170.145;15169;GOOGLE - Google LLC
2607:f8b0:4005:17::13;15169;GOOGLE - Google LLC
173.194.54.43;15169;GOOGLE - Google LLC
2607:f8b0:401a:8::8;15169;GOOGLE - Google LLC
173.194.54.40;15169;GOOGLE - Google LLC
2607:f8b0:401a:8::13;15169;GOOGLE - Google LLC
74.125.9.200;15169;GOOGLE - Google LLC
74.125.9.205;15169;GOOGLE - Google LLC
173.194.143.13;15169;GOOGLE - Google LLC
173.194.143.8;15169;GOOGLE - Google LLC
74.125.170.152;15169;GOOGLE - Google LLC
2607:f8b0:4005:b::9;15169;GOOGLE - Google LLC
206.248.169.78;5645;TEKSAVVY - TekSavvy Solutions
80.149.20.83;3320;DTAG - Deutsche Telekom AG
173.194.62.40;15169;GOOGLE - Google LLC
2a00:1450:4001:45::9;15169;GOOGLE - Google LLC
74.125.12.168;15169;GOOGLE - Google LLC
2404:6800:400a:c::b;15169;GOOGLE - Google LLC
148.123.29.78;2119;TELENOR-NEXTEL - Telenor Norge AS
2001:4610:c:1001::e;2119;TELENOR-NEXTEL - Telenor Norge AS
2607:f8b0:400b:6::8;15169;GOOGLE - Google LLC
2620:11a:a00d::21;43515;YOUTUBE - Google Ireland Limited
194.78.0.208;5432;BELGACOM-SKYNET-AS - Proximus NV
2a02:a000:2:203::10;5432;BELGACOM-SKYNET-AS - Proximus NV
2607:f8b0:4017:1c::8;15169;GOOGLE - Google LLC
2607:f8b0:4017:d::b;15169;GOOGLE - Google LLC
74.125.9.210;15169;GOOGLE - Google LLC
173.194.54.44;15169;GOOGLE - Google LLC
2607:f8b0:4017:1c::16;15169;GOOGLE - Google LLC
173.194.139.211;15169;GOOGLE - Google LLC
2a00:1450:401f:8::11;15169;GOOGLE - Google LLC
74.125.162.49;15169;GOOGLE - Google LLC
2a00:1450:4005:7::11;15169;GOOGLE - Google LLC
173.194.18.145;15169;GOOGLE - Google LLC
64.15.116.77;36040;YOUTUBE - Google LLC
2620:11a:a010:2::d;43515;YOUTUBE - Google Ireland Limited
208.117.236.49;36040;YOUTUBE - Google LLC
74.125.175.145;15169;GOOGLE - Google LLC
74.125.13.17;15169;GOOGLE - Google LLC
2003:81:4010::e;3320;DTAG - Deutsche Telekom AG
74.125.8.28;15169;GOOGLE - Google LLC
74.125.100.156;15169;GOOGLE - Google LLC
2a00:1450:4008:6::11;15169;GOOGLE - Google LLC
2001:1700:b00::d;6730;SUNRISE - Sunrise Communications AG
2a00:1450:401c:1::c;15169;GOOGLE - Google LLC
83.255.235.77;39651;COMHEM-SWEDEN - Com Hem AB
2a00:1450:400f:2::11;15169;GOOGLE - Google LLC
2a00:1450:401c:15::c;15169;GOOGLE - Google LLC
74.125.14.241;15169;GOOGLE - Google LLC
173.194.48.81;15169;GOOGLE - Google LLC
209.85.224.152;15169;GOOGLE - Google LLC
80.239.229.237;1299;TELIANET - Telia Company AB
2001:2030:10:2::d;1299;TELIANET - Telia Company AB
2001:2030:11:1::12;1299;TELIANET - Telia Company AB
149.3.176.109;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
74.125.14.49;15169;GOOGLE - Google LLC
74.125.11.115;15169;GOOGLE - Google LLC
196.23.168.142;3741;IS
2c0f:fc00:a000:400::e;3741;IS
173.194.8.209;15169;GOOGLE - Google LLC
2607:f8b0:4007:1a::11;15169;GOOGLE - Google LLC
173.194.29.8;15169;GOOGLE - Google LLC
2607:f8b0:4002:27::8;15169;GOOGLE - Google LLC
2607:f8b0:4007:a::c;15169;GOOGLE - Google LLC
74.125.103.108;15169;GOOGLE - Google LLC
90.201.127.13;5607;BSKYB-BROADBAND-AS - Sky UK Limited
2a02:c7a:8000:f::d;5607;BSKYB-BROADBAND-AS - Sky UK Limited
173.194.61.177;15169;GOOGLE - Google LLC
2607:f8b0:4006:18::11;15169;GOOGLE - Google LLC
2607:f8b0:4006:8::11;15169;GOOGLE - Google LLC
74.125.172.81;15169;GOOGLE - Google LLC
173.194.143.177;15169;GOOGLE - Google LLC
208.117.239.17;43515;YOUTUBE - Google Ireland Limited
173.194.7.149;15169;GOOGLE - Google LLC
173.194.7.145;15169;GOOGLE - Google LLC
2607:f8b0:4016:10::11;15169;GOOGLE - Google LLC
173.194.7.142;15169;GOOGLE - Google LLC
2607:f8b0:4016:10::19;15169;GOOGLE - Google LLC
2607:f8b0:4005:18::8;15169;GOOGLE - Google LLC
74.125.170.216;15169;GOOGLE - Google LLC
2607:f8b0:401a:d::11;15169;GOOGLE - Google LLC
74.125.159.24;15169;GOOGLE - Google LLC
173.194.55.12;15169;GOOGLE - Google LLC
74.125.5.48;15169;GOOGLE - Google LLC
74.125.11.25;15169;GOOGLE - Google LLC
2a00:1450:401e:b::8;15169;GOOGLE - Google LLC
2a00:1450:4001:46::13;15169;GOOGLE - Google LLC
74.125.162.241;15169;GOOGLE - Google LLC
2404:6800:400a::c;15169;GOOGLE - Google LLC
2620:11a:a00a::21;36040;YOUTUBE - Google LLC
103.1.139.209;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2401:7400:8888:13::11;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
173.194.138.17;15169;GOOGLE - Google LLC
2607:f8b0:4017:26::c;15169;GOOGLE - Google LLC
2607:f8b0:4009:33::8;15169;GOOGLE - Google LLC
173.194.5.230;15169;GOOGLE - Google LLC
2a00:1450:401f:3::7;15169;GOOGLE - Google LLC
74.125.160.142;15169;GOOGLE - Google LLC
173.194.21.206;15169;GOOGLE - Google LLC
2a00:1450:4005:2::e;15169;GOOGLE - Google LLC
173.194.16.206;15169;GOOGLE - Google LLC
2a00:1450:401e:14::e;15169;GOOGLE - Google LLC
195.95.178.78;39107;INTERLAN-AS - Asociatia Interlan
64.15.116.110;36040;YOUTUBE - Google LLC
2620:11a:a010:3::e;43515;YOUTUBE - Google Ireland Limited
208.117.242.174;43515;YOUTUBE - Google Ireland Limited
208.117.236.46;36040;YOUTUBE - Google LLC
173.194.16.110;15169;GOOGLE - Google LLC
2003:81:4010:1::12;3320;DTAG - Deutsche Telekom AG
74.125.100.206;15169;GOOGLE - Google LLC
173.194.157.46;15169;GOOGLE - Google LLC
2a00:1450:4008:4::e;15169;GOOGLE - Google LLC
2a00:1450:401c:4::e;15169;GOOGLE - Google LLC
2a00:1450:400f::e;15169;GOOGLE - Google LLC
2a00:1450:401c:1d::e;15169;GOOGLE - Google LLC
74.125.14.206;15169;GOOGLE - Google LLC
173.194.48.14;15169;GOOGLE - Google LLC
147.229.255.14;201263;AS-BRIX-CDN - Brno University of Technology
2001:67c:1223::e;201263;AS-BRIX-CDN - Brno University of Technology
173.194.27.169;15169;GOOGLE - Google LLC
2001:2030:11:2::e;1299;TELIANET - Telia Company AB
74.125.99.206;15169;GOOGLE - Google LLC
173.194.26.110;15169;GOOGLE - Google LLC
2001:4860:4007:7::e;15169;GOOGLE - Google LLC
2607:f8b0:4002:12::e;15169;GOOGLE - Google LLC
74.125.7.142;15169;GOOGLE - Google LLC
173.194.12.174;15169;GOOGLE - Google LLC
2607:f8b0:4007:7::e;15169;GOOGLE - Google LLC
173.194.138.14;15169;GOOGLE - Google LLC
2607:f8b0:4006:22::e;15169;GOOGLE - Google LLC
173.194.130.238;15169;GOOGLE - Google LLC
173.194.141.169;15169;GOOGLE - Google LLC
173.194.63.82;15169;GOOGLE - Google LLC
173.194.63.78;15169;GOOGLE - Google LLC
2607:f8b0:4016:2::e;15169;GOOGLE - Google LLC
2607:f8b0:4005:6::e;15169;GOOGLE - Google LLC
74.125.103.206;15169;GOOGLE - Google LLC
2607:f8b0:401a:2::9;15169;GOOGLE - Google LLC
173.194.56.206;15169;GOOGLE - Google LLC
195.122.16.14;12578;APOLLO-AS - SIA Lattelekom
2a02:2330:a:8::e;12578;APOLLO-AS - SIA Lattelekom
2a00:1450:401e:21::11;15169;GOOGLE - Google LLC
2a00:1450:401e:37::e;15169;GOOGLE - Google LLC
80.149.20.78;3320;DTAG - Deutsche Telekom AG
2607:f8b0:400b:7::e;15169;GOOGLE - Google LLC
103.1.139.142;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2401:7400:8888:14::e;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
194.78.99.14;5432;BELGACOM-SKYNET-AS - Proximus NV
2a02:a000:1:200::e;5432;BELGACOM-SKYNET-AS - Proximus NV
2a00:1450:4007:b::e;15169;GOOGLE - Google LLC
2607:f8b0:4017:1a::e;15169;GOOGLE - Google LLC
74.125.9.142;15169;GOOGLE - Google LLC
209.85.230.46;15169;GOOGLE - Google LLC
173.194.160.46;15169;GOOGLE - Google LLC
173.194.18.201;15169;GOOGLE - Google LLC
64.15.116.243;36040;YOUTUBE - Google LLC
2620:11a:a010:7::13;43515;YOUTUBE - Google Ireland Limited
2a00:1450:4007::a;15169;GOOGLE - Google LLC
74.125.105.106;15169;GOOGLE - Google LLC
74.125.99.73;15169;GOOGLE - Google LLC
208.117.236.9;36040;YOUTUBE - Google LLC
173.194.138.73;15169;GOOGLE - Google LLC
74.125.13.9;15169;GOOGLE - Google LLC
2003:81:4010:1::e;3320;DTAG - Deutsche Telekom AG
74.125.8.26;15169;GOOGLE - Google LLC
173.194.157.174;15169;GOOGLE - Google LLC
2a00:1450:401c:1::a;15169;GOOGLE - Google LLC
2a00:1450:400f::16;15169;GOOGLE - Google LLC
2a00:1450:400f:d::a;15169;GOOGLE - Google LLC
2a00:1450:401c:21::e;15169;GOOGLE - Google LLC
173.194.48.22;15169;GOOGLE - Google LLC
173.194.19.154;15169;GOOGLE - Google LLC
147.229.255.15;201263;AS-BRIX-CDN - Brno University of Technology
2001:67c:1223::f;201263;AS-BRIX-CDN - Brno University of Technology
173.194.24.46;15169;GOOGLE - Google LLC
74.125.165.137;15169;GOOGLE - Google LLC
82.94.234.15;3265;XS4ALL-NL - Xs4all Internet BV
2a00:1450:4002:10::7;15169;GOOGLE - Google LLC
74.125.153.7;15169;GOOGLE - Google LLC
74.125.14.105;15169;GOOGLE - Google LLC
173.194.12.42;15169;GOOGLE - Google LLC
2607:f8b0:4007:e::a;15169;GOOGLE - Google LLC
173.194.29.24;15169;GOOGLE - Google LLC
2607:f8b0:4002:14::8;15169;GOOGLE - Google LLC
74.125.3.119;15169;GOOGLE - Google LLC
173.194.141.234;15169;GOOGLE - Google LLC
2607:f8b0:400f::9;15169;GOOGLE - Google LLC
173.194.133.233;15169;GOOGLE - Google LLC
74.125.157.238;15169;GOOGLE - Google LLC
2607:f8b0:4000:c::e;15169;GOOGLE - Google LLC
173.194.130.9;15169;GOOGLE - Google LLC
2607:f8b0:4005:16::e;15169;GOOGLE - Google LLC
2607:f8b0:401a:6::a;15169;GOOGLE - Google LLC
173.194.63.174;15169;GOOGLE - Google LLC
173.194.130.201;15169;GOOGLE - Google LLC
2607:f8b0:4006:1b::9;15169;GOOGLE - Google LLC
2607:f8b0:4006:21::9;15169;GOOGLE - Google LLC
74.125.9.41;15169;GOOGLE - Google LLC
74.125.0.110;15169;GOOGLE - Google LLC
195.122.30.19;12578;APOLLO-AS - SIA Lattelekom
80.149.20.19;3320;DTAG - Deutsche Telekom AG
2a00:1450:401e:2::9;15169;GOOGLE - Google LLC
2a00:1450:4001:4c::e;15169;GOOGLE - Google LLC
74.125.161.9;15169;GOOGLE - Google LLC
208.117.242.73;43515;YOUTUBE - Google Ireland Limited
2607:f8b0:4017:7::9;15169;GOOGLE - Google LLC
2607:f8b0:4017:17::9;15169;GOOGLE - Google LLC
173.194.139.21;15169;GOOGLE - Google LLC
2a00:1450:401f:18::c;15169;GOOGLE - Google LLC
64.15.112.15;43515;YOUTUBE - Google Ireland Limited
74.125.162.44;15169;GOOGLE - Google LLC
2a00:1450:4005:7::c;15169;GOOGLE - Google LLC
173.194.16.236;15169;GOOGLE - Google LLC
2a00:1450:4008:5::c;15169;GOOGLE - Google LLC
74.125.8.60;15169;GOOGLE - Google LLC
64.15.116.239;36040;YOUTUBE - Google LLC
2620:11a:a010:7::f;43515;YOUTUBE - Google Ireland Limited
173.194.137.44;15169;GOOGLE - Google LLC
208.117.236.236;36040;YOUTUBE - Google LLC
173.194.20.76;15169;GOOGLE - Google LLC
173.194.16.108;15169;GOOGLE - Google LLC
2003:81:4010::13;3320;DTAG - Deutsche Telekom AG
2003:81:4010::f;3320;DTAG - Deutsche Telekom AG
74.125.100.172;15169;GOOGLE - Google LLC
2a00:1450:401c:3::c;15169;GOOGLE - Google LLC
2a00:1450:400f:d::c;15169;GOOGLE - Google LLC
83.255.235.79;39651;COMHEM-SWEDEN - Com Hem AB
2a00:1450:401c:16::c;15169;GOOGLE - Google LLC
220.102.0.15;2518;BIGLOBE BIGLOBE Inc.
173.194.160.216;15169;GOOGLE - Google LLC
74.125.153.28;15169;GOOGLE - Google LLC
173.194.19.156;15169;GOOGLE - Google LLC
82.76.79.79;8708;RCS-RDS - RCS & RDS SA
209.85.224.156;15169;GOOGLE - Google LLC
80.239.229.239;1299;TELIANET - Telia Company AB
2001:2030:10:2::f;1299;TELIANET - Telia Company AB
2001:2030:11:1::f;1299;TELIANET - Telia Company AB
213.155.151.143;1299;TELIANET - Telia Company AB
149.3.176.47;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
149.3.176.111;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
74.125.14.44;15169;GOOGLE - Google LLC
173.194.151.92;15169;GOOGLE - Google LLC
173.194.26.204;15169;GOOGLE - Google LLC
2607:f8b0:4007:12::c;15169;GOOGLE - Google LLC
209.52.144.83;852;ASN852 - TELUS Communications Inc.
207.34.103.15;852;ASN852 - TELUS Communications Inc.
2001:56a:2:8::f;852;ASN852 - TELUS Communications Inc.
74.125.175.73;15169;GOOGLE - Google LLC
2a00:1450:401f:2e::c;15169;GOOGLE - Google LLC
208.117.239.137;43515;YOUTUBE - Google Ireland Limited
173.194.134.76;15169;GOOGLE - Google LLC
74.125.5.44;15169;GOOGLE - Google LLC
74.125.166.245;15169;GOOGLE - Google LLC
209.85.227.44;15169;GOOGLE - Google LLC
208.117.239.140;43515;YOUTUBE - Google Ireland Limited
2607:f8b0:4017:1f::c;15169;GOOGLE - Google LLC
74.125.172.140;15169;GOOGLE - Google LLC
2607:f8b0:4005:12::15;15169;GOOGLE - Google LLC
2607:f8b0:4005:12::b;15169;GOOGLE - Google LLC
74.125.166.243;15169;GOOGLE - Google LLC
2607:f8b0:401a:11::c;15169;GOOGLE - Google LLC
74.125.174.108;15169;GOOGLE - Google LLC
173.194.130.76;15169;GOOGLE - Google LLC
2607:f8b0:4006:e::c;15169;GOOGLE - Google LLC
2607:f8b0:4006:1d::c;15169;GOOGLE - Google LLC
2607:f8b0:4006:15::c;15169;GOOGLE - Google LLC
173.194.56.9;15169;GOOGLE - Google LLC
74.125.161.174;15169;GOOGLE - Google LLC
74.125.161.172;15169;GOOGLE - Google LLC
173.194.11.76;15169;GOOGLE - Google LLC
206.248.169.111;5645;TEKSAVVY - TekSavvy Solutions
2607:f2c0:1:53::f;5645;TEKSAVVY - TekSavvy Solutions
195.122.30.15;12578;APOLLO-AS - SIA Lattelekom
2a02:2330:a:9::f;12578;APOLLO-AS - SIA Lattelekom
74.125.170.220;15169;GOOGLE - Google LLC
208.117.242.12;43515;YOUTUBE - Google Ireland Limited
2001:5f8:1:4::f;5056;AUREON-5056 - Aureon Network Services
167.142.232.15;5056;AUREON-5056 - Aureon Network Services
2a00:1450:4001:29::c;15169;GOOGLE - Google LLC
80.149.20.15;3320;DTAG - Deutsche Telekom AG
2a00:1450:401e:28::c;15169;GOOGLE - Google LLC
74.125.173.140;15169;GOOGLE - Google LLC
148.123.29.79;2119;TELENOR-NEXTEL - Telenor Norge AS
2001:4610:c:1001::f;2119;TELENOR-NEXTEL - Telenor Norge AS
212.56.71.143;6871;PLUSNET - British Telecommunications PLC
2a02:16c8:1:4005::f;6871;PLUSNET - British Telecommunications PLC
184.150.152.143;577;BACOM - Bell Canada
103.1.139.145;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2401:7400:8888:14::11;4773;MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore
2607:f8b0:4017:a::c;15169;GOOGLE - Google LLC
209.85.230.50;15169;GOOGLE - Google LLC
2a00:1450:401f:19::12;15169;GOOGLE - Google LLC
173.194.15.114;15169;GOOGLE - Google LLC
2a00:1450:4005:9::12;15169;GOOGLE - Google LLC
173.194.18.242;15169;GOOGLE - Google LLC
2a00:1450:4008:9::12;15169;GOOGLE - Google LLC
64.15.118.47;36040;YOUTUBE - Google LLC
208.117.236.18;36040;YOUTUBE - Google LLC
74.125.105.122;15169;GOOGLE - Google LLC
173.194.18.50;15169;GOOGLE - Google LLC
173.194.153.242;15169;GOOGLE - Google LLC
2001:1700:4700::f;6730;SUNRISE - Sunrise Communications AG
2a00:1450:401c:d::12;15169;GOOGLE - Google LLC
2001:2030:10:1::f;1299;TELIANET - Telia Company AB
80.239.229.207;1299;TELIANET - Telia Company AB
149.3.177.111;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
173.194.8.82;15169;GOOGLE - Google LLC
2607:f8b0:4007:16::12;15169;GOOGLE - Google LLC
2607:f8b0:4013::12;15169;GOOGLE - Google LLC
74.125.6.18;15169;GOOGLE - Google LLC
74.125.6.17;15169;GOOGLE - Google LLC
2607:f8b0:4013::a;15169;GOOGLE - Google LLC
208.117.239.114;43515;YOUTUBE - Google Ireland Limited
2607:f8b0:4007::a;15169;GOOGLE - Google LLC
208.117.242.50;43515;YOUTUBE - Google Ireland Limited
74.125.103.74;15169;GOOGLE - Google LLC
74.125.172.178;15169;GOOGLE - Google LLC
173.194.130.82;15169;GOOGLE - Google LLC
2607:f8b0:4017:2c::8;15169;GOOGLE - Google LLC
74.125.159.28;15169;GOOGLE - Google LLC
173.194.152.42;15169;GOOGLE - Google LLC
2607:f8b0:400a:12::a;15169;GOOGLE - Google LLC
173.194.57.77;15169;GOOGLE - Google LLC
2607:f8b0:400f:1::12;15169;GOOGLE - Google LLC
173.194.57.82;15169;GOOGLE - Google LLC
173.194.7.146;15169;GOOGLE - Google LLC
2001:4860:4001:e::d;15169;GOOGLE - Google LLC
2607:f8b0:401a:15::12;15169;GOOGLE - Google LLC
2607:f8b0:401a:15::9;15169;GOOGLE - Google LLC
74.125.159.26;15169;GOOGLE - Google LLC
2607:f8b0:4006:1d::12;15169;GOOGLE - Google LLC
2607:f8b0:4006:f::12;15169;GOOGLE - Google LLC
74.125.156.18;15169;GOOGLE - Google LLC
74.125.156.22;15169;GOOGLE - Google LLC
2001:4860:4001:e::16;15169;GOOGLE - Google LLC
206.248.151.143;5645;TEKSAVVY - TekSavvy Solutions
2607:f2c0:1:31::f;5645;TEKSAVVY - TekSavvy Solutions
74.125.3.124;15169;GOOGLE - Google LLC
173.194.152.44;15169;GOOGLE - Google LLC
2a00:1450:401e:33::12;15169;GOOGLE - Google LLC
2404:6800:400a:2::a;15169;GOOGLE - Google LLC
2a00:1450:400a:7::12;15169;GOOGLE - Google LLC
212.56.71.81;6871;PLUSNET - British Telecommunications PLC
2607:f8b0:400b:9::12;15169;GOOGLE - Google LLC
74.125.161.50;15169;GOOGLE - Google LLC
74.125.161.47;15169;GOOGLE - Google LLC
2607:f8b0:400f:1::16;15169;GOOGLE - Google LLC
2a02:a000:2:204::11;5432;BELGACOM-SKYNET-AS - Proximus NV
62.4.253.209;5432;BELGACOM-SKYNET-AS - Proximus NV
173.194.137.146;15169;GOOGLE - Google LLC
2a00:1450:4007:1::a;15169;GOOGLE - Google LLC
74.125.156.19;15169;GOOGLE - Google LLC
2607:f8b0:4017:2c::9;15169;GOOGLE - Google LLC
2607:f8b0:4017:2c::12;15169;GOOGLE - Google LLC
173.194.139.180;15169;GOOGLE - Google LLC
2a00:1450:401f:d::9;15169;GOOGLE - Google LLC
74.125.168.169;15169;GOOGLE - Google LLC
74.125.160.233;15169;GOOGLE - Google LLC
2a00:1450:4005:5::9;15169;GOOGLE - Google LLC
173.194.16.169;15169;GOOGLE - Google LLC
74.125.8.10;15169;GOOGLE - Google LLC
173.194.9.105;15169;GOOGLE - Google LLC
64.15.118.19;36040;YOUTUBE - Google LLC
208.117.236.73;36040;YOUTUBE - Google LLC
2a00:1450:4007:b::9;15169;GOOGLE - Google LLC
2003:81:4010:1::f;3320;DTAG - Deutsche Telekom AG
74.125.8.84;15169;GOOGLE - Google LLC
2a00:1450:401c::a;15169;GOOGLE - Google LLC
2a00:1450:400f:c::a;15169;GOOGLE - Google LLC
